,genesymbols
8119386, TDRG1 
8119390, LRFN2 
8119394,NA
8119396, TSPO2 
8119403, APOBEC2 
8119408, NFYA 
8119423, LOC221442 
8119427, TREML4 
8119435, NCR2 
8119444, FOXP4 
8119466, MDFI 
8119473, PRICKLE4 
8119490,NA
8119492, BYSL 
8119503, TAF8 
8119515, GUCA1A 
8119525, HCRP1 
8119527,NA
8119529, UBR2 
8119580,NA
8119582, KIAA0240 
8119595, RPL7L1 
8119599, PTCRA 
8119609, CNPY3 
8119620, GNMT 
8119627, PPP2R5D 
8119648, KLHDC3 
8119661, RRP36 
8119670, KLC4 
8119689, PTK7 
8119712, SRF 
8119722, CUL9 
8119765, TTBK1 
8119782, SLC22A7 
8119799,NA
8119801, ABCC10 
8119827,NA
8119829, TJAP1 
8119842, POLR1C 
8119856,NA
8119858, POLH 
8119874, MAD2L1BP 
8119882, RSPH9 
8119894,NA
8119896,NA
8119898, VEGFA 
8119915, LOC100132354 
8119918, C6orf223 
8119926, TMEM63B 
8119951, CAPN11 
8119974, SLC29A1 
8119993, HSP90AB1 
8120004, TMEM151B 
8120011, SPATS1 
8120022, CDC5L 
8120043, RUNX2 
8120057,NA
8120059,NA
8120061, ENPP4 
8120067, SLC25A27 
8120082, TDRD6 
8120088, MEP1A 
8120102, CD2AP 
8120124, GPR111 
8120135, GPR115 
8120151, OPN5 
8120163,NA
8120165, CENPQ 
8120176, C6orf141 
8120184, TFAP2D 
8120194, TFAP2B 
8120204,NA
8120206, MIR206 
8120208, MIR133B 
8120210, IL17A 
8120215, PAQR8 
8120222, EFHC1 
8120239, TMEM14A 
8120247,NA
8120249, RN7SK 
8120251, FBXO9 
8120269, FBXO9 
8120271, FBXO9 
8120273,NA
8120275,NA
8120277, KLHL31 
8120279, LRRC1 
8120300, C6orf142 
8120315, TINAG 
8120333,NA
8120335, FAM83B 
8120342, HCRTR2 
8120350, GFRAL 
8120360,NA
8120362, BEND6 
8120378, KIAA1586 
8120382, ZNF451 
8120402, BAG2 
8120411, PRIM2 
8120428, FKBP1A 
8120431, PTP4A1 
8120441, PHF3 
8120460, MCART3P 
8120462,NA
8120464,NA
8120466,NA
8120468, BAI3 
8120501, COL19A1 
8120552, FAM135A 
8120579, C6orf57 
8120585, SMAP1 
8120600,NA
8120602, OGFRL1 
8120613, RIMS1 
8120654, KCNQ5 
8120675, C6orf221 
8120679, DDX43 
8120698, MTO1 
8120715,NA
8120717,NA
8120719, CD109 
8120756,NA
8120758, SENP6 
8120783, MYO6 
8120820,NA
8120822,NA
8120824,NA
8120826, IRAK1BP1 
8120833, SH3BGRL2 
8120838, TTK 
8120860, BCKDHB 
8120876,NA
8120878,NA
8120880, TPBG 
8120883, DOPEY1 
8120927, RWDD2A 
8120932, PRSS35 
8120937, RIPPLY2 
8120943, CYB5R4 
8120961, MRAP2 
8120967, NT5E 
8120979,NA
8120981,NA
8120983, HTR1E 
8120990,NA
8120992, ZNF292 
8121002, C6orf162 
8121009, C6orf163 
8121015, C6orf165 
8121031, SLC35A1 
8121041,NA
8121043, ORC3 
8121062,NA
8121064,NA
8121066, SPACA1 
8121076, PNRC1 
8121085,NA
8121087, PM20D2 
8121095, ANKRD6 
8121112,NA
8121116,NA
8121118, CASP8AP2 
8121130,NA
8121132, GJA10 
8121134,NA
8121136,NA
8121138,NA
8121140,NA
8121142,NA
8121144, MANEA 
8121152, FUT9 
8121159,NA
8121161, KIAA0776 
8121181, FHL5 
8121193, KLHL32 
8121209, POU3F2 
8121212,NA
8121214,NA
8121216, PRDM13 
8121223,NA
8121225, GRIK2 
8121247,NA
8121249,NA
8121251, LIN28B 
8121255,NA
8121257, PRDM1 
8121269,NA
8121273,NA
8121275,NA
8121277, AIM1 
8121298,NA
8121300, QRSL1 
8121312, C6orf203 
8121317,NA
8121319, SOBP 
8121330,NA
8121332,NA
8121334, NR2E1 
8121347,NA
8121349, LACE1 
8121363,NA
8121365, FOXO3 
8121370, ARMC2 
8121390,NA
8121392, CEP57L1 
8121405, FLJ37396 
8121416,NA
8121418, SMPD2 
8121429, FIG4 
8121454, GPR6 
8121461, CDC40 
8121483,NA
8121485,NA
8121487,NA
8121489, AMD1 
8121502, GTF3C6 
8121508,NA
8121510, RPF2 
8121515, SLC16A10 
8121525, KIAA1919 
8121532, WISP3 
8121547, C6orf225 
8121553, RFPL4B 
8121557,NA
8121559,NA
8121561,NA
8121563, MARCKS 
8121569, FLJ34503 
8121578, NT5DC1 
8121588, DSE 
8121596, FAM26F 
8121601, FAM26E 
8121605, FAM26D 
8121613, RWDD1 
8121622, RSPH4A 
8121632, KPNA5 
8121649, RFX6 
8121670,NA
8121672, VGLL2 
8121681,NA
8121683,NA
8121685, DCBLD1 
8121704, NUS1 
8121712, SLC35F1 
8121725, BRD7P3 
8121727, BRD7P3 
8121729, PLN 
8121734, ASF1A 
8121739,NA
8121741,NA
8121743,NA
8121747,NA
8121749, GJA1 
8121755,NA
8121757, HSF2 
8121768, PKIB 
8121782,NA
8121784, FABP7 
8121794, SMPDL3A 
8121803, CLVS2 
8121814, NKAIN2 
8121825, RNF217 
8121838, TPD52L1 
8121850, HEY2 
8121861, NCOA7 
8121884,NA
8121886, HINT3 
8121895, TRMT11 
8121911, CENPW 
8121916, RSPO3 
8121927, RNF146 
8121936, C6orf58 
8121943,NA
8121945,NA
8121947,NA
8121949, LAMA2 
8122013, L3MBTL3 
8122038, TMEM200A 
8122045, AKAP7 
8122058, ARG1 
8122071, ENPP3 
8122099, ENPP1 
8122125,NA
8122127, TAAR9 
8122129, TAAR8 
8122131, TAAR6 
8122136, RPS12 
8122142, SNORD101 
8122144, SNORA33 
8122146, LOC285735 
8122150, EYA4 
8122174,NA
8122176, TCF21 
8122182, TBPL1 
8122194,NA
8122196,NA
8122198,NA
8122200,NA
8122202, MYB 
8122222, PDE7B 
8122240,NA
8122242, PEX7 
8122256, SLC35D3 
8122259,NA
8122261,NA
8122263,NA
8122265, TNFAIP3 
8122277,NA
8122279, KIAA1244 
8122317, HEBP2 
8122327, CCDC28A 
8122334, CCRL1 
8122336, C6orf115 
8122343, HECA 
8122348, VTA1 
8122365, GPR126 
8122396, AIG1 
8122405,NA
8122409, PEX3 
8122426, PHACTR2 
8122440, LTV1 
8122452, C6orf94 
8122457, STX11 
8122464, UTRN 
8122537, GRM1 
8122552,NA
8122554, RAB32 
8122561, C6orf103 
8122598,NA
8122600, STXBP5 
8122634, SAMD5 
8122637, SASH1 
8122658,NA
8122660, UST 
8122670,NA
8122672, TAB2 
8122684, SUMO4 
8122689, C6orf72 
8122699, RPS18P9 
8122701,NA
8122703,NA
8122705, PCMT1 
8122717, LRP11 
8122720, ULBP2 
8122724, ULBP1 
8122732,NA
8122734, PPP1R14C 
8122740,NA
8122742,NA
8122744, IYD 
8122756, PLEKHG1 
8122773, MTHFD1L 
8122803,NA
8122805,NA
8122807, AKAP12 
8122816,NA
8122818, C6orf211 
8122827, C6orf97 
8122840, ESR1 
8122843, ESR1 
8122856,NA
8122858,NA
8122860, MYCT1 
8122865, VIP 
8122875,NA
8122877,NA
8122879,NA
8122881,NA
8122883,NA
8122885,NA
8122887, OPRM1 
8122909, RBM16 
8122933, TIAM2 
8122966, CLDN20 
8122969,NA
8122971, ARID1B 
8122982, ZDHHC14 
8122986, SNX9 
8123006, SYNJ2 
8123038, GTF2H5 
8123044, TULP4 
8123060,NA
8123062, TMEM181 
8123080, SYTL3 
8123101, C6orf99 
8123104, FNDC1 
8123129, WTAP 
8123137, ACAT2 
8123148, MRPL18 
8123155, PNLDC1 
8123176, MAS1 
8123181, IGF2R 
8123230, LOC729603 
8123232, SLC22A1 
8123246, SLC22A3 
8123259, PLG 
8123274, MAP3K4 
8123303, PACRG 
8123313,NA
8123315, QKI 
8123332,NA
8123334, LOC441177 
8123336,NA
8123338,NA
8123340,NA
8123342, FGFR1OP 
8123362, CCR6 
8123364, CCR6 
8123372, CCR6 
8123374, TCP10 
8123388, UNC93A 
8123398, TTLL2 
8123405, C6orf123 
8123407, MLLT4 
8123437, KIF25 
8123446, SMOC2 
8123463, PHF10 
8123467, C6orf70 
8123488, C6orf208 
8123494, FAM120B 
8123507, TBP 
8123520, NCRNA00266 
8123524, EXOC2 
8123558, HUS1B 
8123562, GMDS 
8123579, C6orf195 
8123584, MYLK4 
8123598, SERPINB1 
8123606, MGC39372 
8123609, SERPINB9 
8123621, SERPINB6 
8123637, NQO2 
8123642,NA
8123644, TUBB2A 
8123651, TUBB2B 
8123658, SLC22A23 
8123678, C6orf145 
8123685, C6orf146 
8123695, PECI 
8123712,NA
8123714,NA
8123717, RPP40 
8123726,NA
8123728, LYRM4 
8123737,NA
8123739, NRN1 
8123744, F13A1 
8123760, LY86-AS 
8123763,NA
8123765,NA
8123767, SSR1 
8123780, CAGE1 
8123800,NA
8123802, MUTED 
8123819, EEF1E1 
8123825, SLC35B3 
8123843, OFCC1 
8123864, TFAP2A 
8123876, C6orf218 
8123884, C6orf52 
8123889,NA
8123891,NA
8123893, MAK 
8123910, GCM2 
8123920, ELOVL2 
8123929, ERVFRDE1 
8123936, NEDD9 
8123949,NA
8123951, C6orf105 
8123959,NA
8123961, TBC1D7 
8123976, GFOD1 
8123981, C6orf114 
8123985, NOL7 
8123989, RANBP9 
8124008, CCDC90A 
8124018,NA
8124020,NA
8124022, DTNBP1 
8124036,NA
8124038,NA
8124040, ATXN1 
8124055,NA
8124057,NA
8124059, NUP153 
8124082,NA
8124086,NA
8124088, KIF13A 
8124129, NHLRC1 
8124134, TPMT 
8124144, DEK 
8124156,NA
8124158,NA
8124160,NA
8124162,NA
8124164,NA
8124166, MBOAT1 
8124181,NA
8124183,NA
8124185, PRL 
8124192,NA
8124194,NA
8124196, DCDC2 
8124211, GPLD1 
8124240, KIAA0319 
8124262, TDP2 
8124273, C6orf62 
8124280, FAM65B 
8124305,NA
8124307, CMAH 
8124327,NA
8124329,NA
8124331, HIST1H2AA 
8124335,NA
8124337, SLC17A1 
8124351, SLC17A3 
8124365, SLC17A2 
8124380, HIST1H1A 
8124385, HIST1H4B 
8124388, HIST1H3B 
8124391, HIST1H2AB 
8124394, HIST1H2BB 
8124397, HIST1H1C 
8124402, HIST1H1T 
8124406, HIST1H2BC 
8124413, HIST1H4D 
8124416, HIST1H3D 
8124423, HIST1H2BG 
8124430, HIST1H1D 
8124433, HIST1H4G 
8124437, HIST1H3F 
8124440, HIST1H3G 
8124446,NA
8124448, HIST1H4H 
8124455,NA
8124457,NA
8124459, ZNF322A 
8124467,NA
8124469, SMA5 
8124482,NA
8124484, HIST1H2BJ 
8124492, HIST1H2BK 
8124495, POM121L2 
8124498, ZNF204P 
8124500, LOC439938 
8124502, ZNF184 
8124510, HIST1H2BL 
8124518, HIST1H2AJ 
8124521, HIST1H4K 
8124524, HIST1H2AK 
8124527, HIST1H1B 
8124531, HIST1H3I 
8124534, HIST1H4L 
8124537, HIST1H3J 
8124540, HIST1H2AM 
8124547, OR2B2 
8124549,NA
8124551, LOC222699 
8124553, ZKSCAN4 
8124562, ZNF323 
8124574, ZSCAN12 
8124583, ZSCAN23 
8124588, GPX6 
8124594, SCAND3 
8124604,NA
8124606,NA
8124608,NA
8124610, TRIM27 
8124622, ZNF311 
8124630, OR2W1 
8124632, OR2B3 
8124634,NA
8124636,NA
8124639, OR11A1 
8124645, OR12D3 
8124648, MAS1L 
8124650, UBD 
8124654, GABBR1 
8124684, ZFP57 
8124689, HCG4 
8124691, HCG8 
8124695, RNF39 
8124707, TRIM31 
8124716, TRIM10 
8124726, TRIM26 
8124742, GNL1 
8124756, PPP1R10 
8124775, DHX16 
8124798, KIAA1949 
8124806, NRM 
8124813, MDC1 
8124828, FLOT1 
8124846,NA
8124848, IER3 
8124855, SFTA2 
8124859, C6orf15 
8124862, CDSN 
8124865, PSORS1C2 
8124868, CCHCR1 
8124889, POU5F1 
8124897, PSORS1C3 
8124901, HLA-C 
8124911, HLA-B 
8124920,NA
8124922,NA
8124924,NA
8124926, BAT1 
8124940, SNORD117 
8124942, ATP6V1G2 
8124950, LTB 
8124955, NCR3 
8124967, BAT3 
8124994, C6orf47 
8124998, BAT4 
8125007, LY6G5C 
8125017, BAT5 
8125038, LY6G6E 
8125042, LY6G6C 
8125048, DDAH2 
8125059, CLIC1 
8125072, C6orf27 
8125091, VARS 
8125123,NA
8125125, LSM2 
8125134, HSPA1L 
8125139, NEU1 
8125149, SLC44A4 
8125172, EHMT2 
8125201, ZBTB12 
8125204, RDBP 
8125220, DOM3Z 
8125234, TNXB 
8125289, TNXA 
8125295, ATF6B 
8125316, FKBPL 
8125321, PRRT1 
8125328, AGPAT1 
8125341, AGER 
8125360, PBX2 
8125373, GPSM3 
8125383, NOTCH4 
8125415, C6orf10 
8125426, BTNL2 
8125434,NA
8125436, HLA-DRB5 
8125443,NA
8125445,NA
8125447, HLA-DQB1 
8125461, HLA-DQB1 
8125463, HLA-DQB2 
8125470, HLA-DOB 
8125483, TAP2 
8125500, PSMB8 
8125512, TAP1 
8125527, PPP1R2P1 
8125530, HLA-DMB 
8125537, HLA-DMA 
8125545, HLA-DOA 
8125556, HLA-DPA1 
8125563,NA
8125568, COL11A2 
8125638, RXRB 
8125649, VPS52 
8125671, WDR46 
8125687, RGL2 
8125713, TAPBP 
8125731, ZBTB22 
8125734, DAXX 
8125748, LYPLA2P1 
8125750, RPL12 
8125752, CUTA 
8125766, BAK1 
8125772, C6orf227 
8125775, C6orf125 
8125780, IP6K3 
8125788, LEMD2 
8125798, MLN 
8125805, GRM4 
8125818, C6orf1 
8125825, NUDT3 
8125835, RPS10 
8125843, SPDEF 
8125850, C6orf106 
8125857,NA
8125859, TAF11 
8125870, TCP11 
8125887, TEAD3 
8125903, TULP1 
8125919, FKBP5 
8125936, CLPS 
8125941, SRPK1 
8125959, SLC26A8 
8125980, C6orf222 
8125993, ETV7 
8126007, PXT1 
8126016,NA
8126018, STK38 
8126033,NA
8126035, CPNE5 
8126058, PPIL1 
8126066, MTCH1 
8126086, TMEM217 
8126093,NA
8126095, C6orf129 
8126102, MDGA1 
8126119,NA
8126121, BTBD9 
8126135, GLO1 
8126145, LOC100128655 
8126147, C6orf64 
8126153, KCNK5 
8126163, KCNK17 
8126173, KCNK16 
8126184, KIF6 
8126212,NA
8126214, MOCS1 
8126238,NA
8126240, FLJ41649 
8126244, LRFN2 
8126248, UNC5CL 
8126259, C6orf130 
8126269, TREML1 
8126279, TREM2 
8126288, TREML2 
8126296, TREML3 
8126301,NA
8126303, TREM1 
8126310,NA
8126312, TFEB 
8126324, PGC 
8126337, FRS3 
8126347, USP49 
8126358,NA
8126360, MED20 
8126369,NA
8126371, CCND3 
8126379, C6orf132 
8126382, C6orf132 
8126387, GUCA1B 
8126394, MRPS10 
8126402, TRERF1 
8126428, TRERF1 
8126432,NA
8126434,NA
8126436, PRPH2 
8126442, TBCC 
8126446, C6orf226 
8126450, RPL24 
8126452, PEX6 
8126474, MEA1 
8126482,NA
8126484,NA
8126486, CUL7 
8126512, MRPL2 
8126524, C6orf108 
8126531, CRIP3 
8126542, ZNF318 
8126556, DLK2 
8126566, C6orf154 
8126574, YIPF3 
8126588, XPO5 
8126627,NA
8126629, GTPBP2 
8126646, MRPS18A 
8126653, MRPL14 
8126658, SLC35B2 
8126666, NFKBIE 
8126674, TCTE1 
8126681, AARS2 
8126705,NA
8126710, SUPT3H 
8126729, CLIC5 
8126750, ENPP5 
8126760, RCAN2 
8126770, CYP39A1 
8126784, PLA2G7 
8126798, GPR116 
8126820, GPR110 
8126839, TNFRSF21 
8126853, C6orf138 
8126855, C6orf138 
8126860, MUT 
8126878, RHAG 
8126891, CRISP2 
8126905, CRISP3 
8126916, PGK2 
8126920, CRISP1 
8126931, DEFB133 
8126934, DEFB114 
8126937, DEFB113 
8126939, DEFB110 
8126943, DEFB112 
8126946,NA
8126948, FTH1P5 
8126950,NA
8126952, WTAP 
8126954, PKHD1 
8127024, IL17F 
8127031, MCM3 
8127051, TRAM2 
8127065, GSTA2 
8127072, GSTA1 
8127079, GSTA5 
8127087, GSTA3 
8127094, GSTA4 
8127107,NA
8127109, ICK 
8127128, FBXO9 
8127130, GCM1 
8127141,NA
8127143,NA
8127145, ELOVL5 
8127156,NA
8127158, GCLC 
8127177, KLHL31 
8127180, HMGCLL1 
8127193, BMP5 
8127201, COL21A1 
8127234, DST 
8127346, RAB23 
8127360,NA
8127362,NA
8127364, GUSBP4 
8127370, KHDRBS2 
8127380, LGSN 
8127391, EYS 
8127393, EYS 
8127396, EYS 
8127399, EYS 
8127408, EYS 
8127419,NA
8127421,NA
8127423,NA
8127425, LMBRD1 
8127446, COL9A1 
8127484, B3GAT2 
8127496,NA
8127498, MIR30C2 
8127500, MIR30A 
8127502, C6orf155 
8127507,NA
8127509,NA
8127511, KHDC1 
8127522, DPPA5 
8127526, RPL39 
8127532,NA
8127534, C6orf150 
8127542,NA
8127544, EEF1A1 
8127549, SLC17A5 
8127563, COL12A1 
8127629, COX7A2 
8127637, TMEM30A 
8127646, FILIP1 
8127656,NA
8127658,NA
8127660,NA
8127662,NA
8127664,NA
8127666, IMPG1 
8127686,NA
8127688,NA
8127690,NA
8127692, HTR1B 
8127696,NA
8127698, PHIP 
8127743, HMGN3 
8127752,NA
8127754, FLJ13744 
8127756, LCA5 
8127767, ELOVL4 
8127776,NA
8127778, FAM46A 
8127787, IBTK 
8127822,NA
8127824, UBE2CBP 
8127841, PGM3 
8127854, ME1 
8127872, SNAP91 
8127903, KIAA1009 
8127932, TBX18 
8127943, SNX14 
8127977, SYNCRIP 
8127987, SNORD50A 
8127989, SNORD50B 
8127991,NA
8127993,NA
8127995,NA
8127997,NA
8127999,NA
8128001, CGA 
8128007, GJB7 
8128013, RARS2 
8128034, AKIRIN2 
8128043, CNR1 
8128052, RNGTT 
8128075,NA
8128077,NA
8128079, SRSF12 
8128087, GABRR1 
8128099, GABRR2 
8128109,NA
8128111, UBE2J1 
8128123, RRAGD 
8128133, LYRM2 
8128138, MDN1 
8128245,NA
8128247, BACH2 
8128258,NA
8128260, MAP3K7 
8128282,NA
8128284, EPHA7 
8128308,NA
8128310,NA
8128312,NA
8128314,NA
8128316, GPR63 
8128322, NDUFAF4 
8128327,NA
8128329, MMS22L 
8128356, FBXL4 
8128371, C6orf168 
8128383, COQ3 
8128394, SFRS18 
8128409, USP45 
8128429, CCNC 
8128445,NA
8128447, MCHR2 
8128459, SIM1 
8128472, ASCC3 
8128522, HACE1 
8128549,NA
8128553, BVES 
8128565, POPDC3 
8128572, PREP 
8128592, ATG5 
8128604,NA
8128606, RTN4IP1 
8128618,NA
8128620, BEND3 
8128624,NA
8128626, PDSS2 
8128638, SCML4 
8128650, SEC63 
8128667,NA
8128669, OSTM1 
8128683, SNX3 
8128695, SNX3 
8128698, SESN1 
8128712,NA
8128714,NA
8128716, CD164 
8128726, PPIL6 
8128737, MICAL1 
8128767, ZBTB24 
8128777, AKD1 
8128788, AKD1 
8128795, AKD1 
8128818, WASF1 
8128837, C6orf186 
8128843, DDO 
8128850, SLC22A16 
8128865,NA
8128867, CDK19 
8128886,NA
8128888,NA
8128890, GSTM2P1 
8128892,NA
8128894, REV3L 
8128934,NA
8128936,NA
8128939, TRAF3IP2 
8128954,NA
8128956, FYN 
8128977, TUBE1 
8128991, LAMA4 
8129037,NA
8129039,NA
8129043,NA
8129045, HDAC2 
8129062, HS3ST5 
8129067,NA
8129069,NA
8129071, FRK 
8129082, COL10A1 
8129087,NA
8129089, TSPYL4 
8129095,NA
8129097, TSPYL1 
8129099, TSPYL1 
8129105, BET3L 
8129108, ZUFSP 
8129120, FAM162B 
8129125, GPRC6A 
8129134, ROS1 
8129179,NA
8129181, GOPC 
8129193, C6orf204 
8129214, MCM9 
8129218, MCM9 
8129231, FAM184A 
8129254, MAN1A1 
8129271,NA
8129273, C6orf170 
8129309,NA
8129311,NA
8129313,NA
8129315,NA
8129317, SERINC1 
8129330, TRDN 
8129363, HDDC2 
8129375,NA
8129377,NA
8129379, ECHDC1 
8129390,NA
8129392, C6orf174 
8129410, THEMIS 
8129418, PTPRK 
8129454,NA
8129456,NA
8129458, ARHGAP18 
8129476, C6orf191 
8129482, SAMD3 
8129497, EPB41L2 
8129522, MED23 
8129558, OR2A4 
8129560, CTAGE4 
8129562, CTGF 
8129573, MOXD1 
8129590, STX7 
8129604, TAAR5 
8129608, TAAR3 
8129610, TAAR2 
8129615, TAAR1 
8129618, VNN1 
8129627, VNN3 
8129637, VNN2 
8129649, C6orf192 
8129666, SLC2A12 
8129675,NA
8129677, SGK1 
8129693,NA
8129695, ALDH8A1 
8129706, HBS1L 
8129728, AHI1 
8129761,NA
8129763, FAM54A 
8129773, BCLAF1 
8129783, MAP7 
8129804, MAP3K5 
8129835,NA
8129837, IL20RA 
8129848, IL22RA2 
8129861, IFNGR1 
8129872, OLIG3 
8129876, PBOV1 
8129880, PERP 
8129888, NHSL1 
8129899,NA
8129901, REPS1 
8129924, TXLNB 
8129937, CITED2 
8129943,NA
8129947, NMBR 
8129953, HIVEP2 
8129963, ADAT2 
8129974, FUCA2 
8129985, PLAGL1 
8130003, SF3B5 
8130009,NA
8130011,NA
8130013, EPM2A 
8130027,NA
8130032, FBXO30 
8130038, SHPRH 
8130071, C15orf29 
8130073, ZC3H12D 
8130087, PPIL4 
8130102, KATNA1 
8130116, LATS1 
8130129, NUP43 
8130142, LRP11 
8130151, RAET1E 
8130163, RAET1G 
8130173, RAET1L 
8130176, ULBP3 
8130181,NA
8130183,NA
8130185, ZBTB2 
8130191, RMND1 
8130209,NA
8130211, SYNE1 
8130370,NA
8130372,NA
8130374, FBXO5 
8130383, MTRF1L 
8130394, RGS17 
8130401,NA
8130403,NA
8130406,NA
8130408, IPCEF1 
8130422, CNKSR3 
8130436,NA
8130438, TFB1M 
8130447, NOX3 
8130462,NA
8130464, C6orf35 
8130470,NA
8130472,NA
8130474, SERAC1 
8130495,NA
8130497,NA
8130499, DYNLT1 
8130505, EZR 
8130522, OSTCL 
8130528, RSPH3 
8130539, TAGAP 
8130553, FLJ27255 
8130556, SOD2 
8130565,NA
8130567, TCP1 
8130578, SNORA20 
8130580, SNORA29 
8130582, SLC22A2 
8130598, LPAL2 
8130608, LPA 
8130622,NA
8130624, MAP3K4 
8130626,NA
8130628, AGPAT4 
8130641, NCRNA00241 
8130645, PARK2 
8130660,NA
8130662,NA
8130664, C6orf118 
8130674, PDE10A 
8130701,NA
8130703, T 
8130715, PRR18 
8130720, SFT2D1 
8130732, BRP44L 
8130739, RPS6KA2 
8130765, FAM103A1 
8130768, RNASET2 
8130783,NA
8130785, GPR31 
8130787, TCP10 
8130803, LOC401286 
8130807, LOC441178 
8130811, C6orf123 
8130817, C6orf124 
8130824, HGC6.3 
8130827, C6orf54 
8130837, FRMD1 
8130859, DACT2 
8130867, THBS2 
8130891, WDR27 
8130916, PHF10 
8130927, TCTE3 
8130934, NCRNA00242 
8130939, DLL1 
8130952, PSMB1 
8130962, PDCD2 
8130976, LOC401286 
8130980, LOC441178 
8130982, C6orf123 
8130988, C6orf35 
8130993, FAM20C 
8130997, PDGFA 
8131000, HEATR2 
8131013, SUN1 
8131042, FLJ44124 
8131044, GET4 
8131056, CYP2W1 
8131067, GPR146 
8131069, GPER 
8131087, UNCX 
8131091, MAFK 
8131096, ELFN1 
8131098, LOC100128374 
8131101, NUDT1 
8131111, EIF3B 
8131135, CHST12 
8131140, LOC100288594 
8131143, LFNG 
8131155, IQCE 
8131179, TTYH3 
8131195, AMZ1 
8131203,NA
8131205, SDK1 
8131253, FOXK1 
8131263, SNORD13P2 
8131265, KIAA0415 
8131286, RNF216L 
8131292, RBAK 
8131296, LOC389458 
8131301,NA
8131303, WIPI2 
8131324,NA
8131326, SLC29A4 
8131335,NA
8131337,NA
8131339, FSCN1 
8131349, OCM 
8131356, CCZ1 
8131374, AIMP2 
8131379,NA
8131381, ANKRD61 
8131385,NA
8131387, USP42 
8131406, RAC1 
8131412,NA
8131414, ZDHHC4 
8131427, C7orf26 
8131438,NA
8131441,NA
8131444, PMS2CL 
8131452, RSPH10B 
8131475, C1GALT1 
8131479, MIOS 
8131494,NA
8131496, GLCCI1 
8131506, NXPH1 
8131512,NA
8131515,NA
8131519, PHF14 
8131539, TMEM106B 
8131550, SCIN 
8131573, ARL4A 
8131581,NA
8131583, BZW2 
8131600, TSPAN13 
8131612,NA
8131614, AHR 
8131631, HDAC9 
8131661, RPL21 
8131666, ITGB8 
8131682, ABCB5 
8131703,NA
8131705, RPL23P8 
8131707,NA
8131709, SP4 
8131719, DNAH11 
8131801,NA
8131803, IL6 
8131811,NA
8131813,NA
8131815, KLHL7 
8131831, NUPL2 
8131844, GPNMB 
8131860, IGF2BP3 
8131867,NA
8131869, RPS2P32 
8131871, CCDC126 
8131881, C7orf46 
8131890, STK31 
8131917,NA
8131919, NPY 
8131925,NA
8131927, MPP6 
8131942,NA
8131944, NFE2L3 
8131949, CBX3 
8131957, SNX10 
8131965, LOC441204 
8131967,NA
8131970, EVX1 
8131975, TAX1BP1 
8131996, CREB5 
8132013, CHN2 
8132031, PRR15 
8132034,NA
8132036, WIPF3 
8132043,NA
8132045, PLEKHA8 
8132055, C7orf41 
8132062, ZNRF2 
8132070, GARS 
8132092, INMT 
8132097, FAM188B 
8132118, AQP1 
8132130, GHRHR 
8132151, ADCYAP1R1 
8132167, CCDC129 
8132182, C7orf16 
8132188, AVL9 
8132209, LOC441208 
8132212,NA
8132214, FKBP9 
8132218, BBS9 
8132243,NA
8132245, FLJ20712 
8132248,NA
8132250, BMPER 
8132270, NPSR1 
8132286,NA
8132288,NA
8132290,NA
8132292, SEPT7 
8132302, PP13004 
8132305, EEPD1 
8132318, ANLN 
8132343,NA
8132345,NA
8132347, GPR141 
8132349, TXNDC3 
8132369, EPDR1 
8132376, STARD3NL 
8132387, POU6F2 
8132399, C7orf36 
8132404, LOC646999 
8132406, RALA 
8132413,NA
8132415,NA
8132417, CDK13 
8132439, C7orf10 
8132458, MRPL32 
8132463,NA
8132465, HECW1 
8132493, LOC100127950 
8132501,NA
8132503, STK17A 
8132513,NA
8132515, BLVRA 
8132523, UBE2D4 
8132531, SPDYE1 
8132539, DBNL 
8132557, AEBP1 
8132580, YKT6 
8132589,NA
8132592, OGDH 
8132617, ZMIZ2 
8132642, PPIA 
8132646, CCM2 
8132660, RAMP3 
8132667, ADCY1 
8132690,NA
8132692,NA
8132694, IGFBP1 
8132705,NA
8132707,NA
8132710, C7orf69 
8132715, C7orf57 
8132725, UPP1 
8132743, ABCA13 
8132803, CDC14C 
8132805, VWC2 
8132811, C7orf72 
8132813, C7orf72 
8132819, IKZF1 
8132830,NA
8132832, DDC 
8132838,NA
8132840, POM121L12 
8132843, HAUS6 
8132845,NA
8132847,NA
8132849,NA
8132851, VSTM2A 
8132856,NA
8132858,NA
8132860, EGFR 
8132897, LANCL2 
8132909,NA
8132911,NA
8132913,NA
8132915,NA
8132917, ZNF713 
8132922, MRPS17 
8132929, GBAS 
8132943, CCT6A 
8132960,NA
8132962, SNORA15 
8132964, SUMF2 
8132978,NA
8132980, TNRC18 
8132984,NA
8132986,NA
8132988,NA
8132990,NA
8132992,NA
8132994,NA
8132996,NA
8132998,NA
8133000,NA
8133002,NA
8133004,NA
8133006,NA
8133008,NA
8133010,NA
8133012,NA
8133014,NA
8133016,NA
8133018, ZNF716 
8133021, ARAF2P 
8133023, ZNF479 
8133027, LOC100132217 
8133030, GABPA 
8133032,NA
8133034,NA
8133036,NA
8133038,NA
8133040,NA
8133042, ZNF679 
8133049, ZNF107 
8133057, ZNF138 
8133062, ZNF273 
8133070,NA
8133072, SNORA15 
8133074, INTS4L1 
8133085,NA
8133089, ZNF92 
8133095, INTS4L2 
