,genesymbols
7912555, PRAMEF4 
7912561, PRAMEF10 
7912567, PRAMEF5 
7912575, PRAMEF5 
7912580, LOC440563 
7912582, PRAMEF5 
7912585, PRAMEF3 
7912589,NA
7912591, PRAMEF7 
7912595, PRAMEF13 
7912601, PRAMEF18 
7912606, PRAMEF7 
7912610, PRAMEF13 
7912617, PRAMEF18 
7912622, LRRC38 
7912625,NA
7912627,NA
7912629, KAZ 
7912638, C1orf126 
7912646, CASP9 
7912659, AGMAT 
7912670, UQCRH 
7912672, FLJ37453 
7912675, ZBTB17 
7912692, HSPB7 
7912701, FAM131C 
7912706, EPHA2 
7912724, ARHGEF19 
7912743, C1orf89 
7912750, FBXO42 
7912762,NA
7912764, SPATA21 
7912784, CROCCP3 
7912800, RNU1-1 
7912802, LOC100132147 
7912804, LOC100132147 
7912806,NA
7912808, NBPF10 
7912839, CROCCP2 
7912850, RNU1-1 
7912852, EIF1AX 
7912854, ESPNP 
7912861, LOC644634 
7912863, MST1P9 
7912882,NA
7912884, LOC100132147 
7912887, MFAP2 
7912898, ATP13A2 
7912928, SDHB 
7912937, PADI2 
7912956, RCC2 
7912968, TAS1R2 
7912975, ALDH4A1 
7912994, IFFO2 
7913001, UBR4 
7913110, KIAA0090 
7913138, AKR7L 
7913146, AKR7A3 
7913154,NA
7913156, AKR7A2 
7913169, CAPZB 
7913185,NA
7913187, TMCO4 
7913206, RNF186 
7913211, PLA2G2E 
7913216, PLA2G2A 
7913226, PLA2G2D 
7913235, PLA2G2C 
7913237, CAMK2N1 
7913242, MUL1 
7913249, PINK1 
7913252, PINK1 
7913256, DDOST 
7913271, KIF17 
7913290, SH2D5 
7913300, HP1BP3 
7913319, EIF4G3 
7913357, ECE1 
7913380, NBPF3 
7913385, RAP1GAP 
7913415, USP48 
7913450, HSPG2 
7913547, WNT4 
7913556,NA
7913558, LUZP1 
7913566, HTR1D 
7913571, HNRNPR 
7913582, ZNF436 
7913593, TCEA3 
7913609, ASAP3 
7913642,NA
7913644, E2F2 
7913655, ID3 
7913663,NA
7913665,NA
7913667, GALE 
7913682, HMGCL 
7913694, FUCA1 
7913705, CNR2 
7913712, SRSF10 
7913727, MYOM3 
7913768, IL22RA1 
7913776, IL28RA 
7913787, C1orf201 
7913799,NA
7913801,NA
7913803,NA
7913805, RUNX3 
7913814, SYF2 
7913824, C1orf63 
7913835, RHCE 
7913850, FAM54B 
7913852, C1orf135 
7913858, PAQR7 
7913864, STMN1 
7913869, STMN1 
7913883, PAFAH2 
7913896, SLC30A2 
7913907, TRIM63 
7913918, UBXN11 
7913938, AIM1L 
7913965, ZNF683 
7913972,NA
7913976,NA
7913978, GPN2 
7913990, GPATCH3 
7914000, NR0B2 
7914003, C1orf172 
7914015, FAM46B 
7914021, SLC9A1 
7914038,NA
7914040,NA
7914042, MAP3K6 
7914075, FCN3 
7914084, CD164L2 
7914094, WASF2 
7914103, AHDC1 
7914112, FGR 
7914127, IFI6 
7914137,NA
7914139,NA
7914141, RPA2 
7914153, EYA3 
7914178,NA
7914180, SPCS2 
7914182,NA
7914184, PTAFR 
7914194, DNAJC8 
7914200,NA
7914202, SNHG12 
7914212, SNORA61 
7914214, SNORA44 
7914216, SNORA16A 
7914218, TAF12 
7914230,NA
7914232, TMEM200B 
7914235, SRSF4 
7914245, MECR 
7914260, MATN1 
7914270, LAPTM5 
7914282, SDC3 
7914296, PUM1 
7914322, SNORD103A 
7914324, SNORD103A 
7914326, NKAIN1 
7914334, SNRNP40 
7914342, FABP3 
7914350,NA
7914354, PEF1 
7914361, COL16A1 
7914433, BAI2 
7914467, SPOCD1 
7914489, PTP4A2 
7914496,NA
7914498,NA
7914500, C1orf91 
7914516, MTMR9LP 
7914525, MARCKSL1 
7914530, BSDC1 
7914550, ZBTB8OS 
7914555,NA
7914557, SYNC 
7914563, YARS 
7914580, FNDC5 
7914592, TMEM54 
7914603, RNF19B 
7914617, AK2 
7914628,NA
7914630, TRIM62 
7914643,NA
7914648, PHC2 
7914665,NA
7914667, CSMD2 
7914748,NA
7914750, C1orf212 
7914758, DLGAP3 
7914764, ZMYM6 
7914791, SFPQ 
7914805,NA
7914807,NA
7914809, KIAA0319L 
7914834, PSMB2 
7914847, C1orf216 
7914851, CLSPN 
7914878, CLSPN 
7914880, COL8A2 
7914887, TRAPPC3 
7914898, C1orf113 
7914904, STK40 
7914917, LSM10 
7914921,NA
7914923, OSCP1 
7914938,NA
7914940, MRPS15 
7914950, CSF3R 
7914974, GRIK3 
7914992,NA
7914994,NA
7914996, MEAF6 
7915008, SNIP1 
7915015, GNL2 
7915032, RSPO1 
7915045, C1orf109 
7915056, EPHA10 
7915074,NA
7915078, EPHA10 
7915084, YRDC 
7915091, MTF1 
7915101, INPP5B 
7915130, SF3A3 
7915147, FHL3 
7915156, POU3F1 
7915160, RRAGC 
7915170, MYCBP 
7915178, GJA9 
7915184, RHBDL2 
7915198,NA
7915200,NA
7915202,NA
7915204, PPIEL 
7915207, PABPC4 
7915227, SNORA55 
7915229, HEYL 
7915238, NT5C1A 
7915245, HPCAL4 
7915252, BMP8B 
7915257, OXCT2 
7915261, TRIT1 
7915275,NA
7915277, MYCL1 
7915284,NA
7915286, PPT1 
7915297, COL9A2 
7915329,NA
7915331,NA
7915333, RIMS3 
7915345, NFYC 
7915347, CITED4 
7915351, SLFNL1 
7915363, SCMH1 
7915385, EDN2 
7915392, HIVEP3 
7915404, GUCA2A 
7915408, FOXJ3 
7915425, ZMYND12 
7915435, CLDN19 
7915444, LEPRE1 
7915466,NA
7915468, CCDC23 
7915472, SLC2A1 
7915485, EBNA1BP2 
7915498, LOC100131756 
7915500, C1orf210 
7915504, ELOVL1 
7915516, MED8 
7915529, HYI 
7915543, SLC6A9 
7915561,NA
7915563,NA
7915565,NA
7915567, ERI3 
7915578, TMEM53 
7915590, RNU5F 
7915592, RNU5D 
7915594,NA
7915598, BEST4 
7915609, TCTEX1D4 
7915612, PTCH2 
7915614, PTCH2 
7915640, EIF2B3 
7915657,NA
7915659, HECTD3 
7915682, ZSWIM5 
7915695, MUTYH 
7915718, TESK2 
7915731,NA
7915733, PRDX1 
7915743, CCDC17 
7915758, GPBP1L1 
7915775, IPP 
7915787, PIK3R3 
7915801, POMGNT1 
7915827, LRRC41 
7915841, KNCN 
7915846, MKNK1 
7915861, MOBKL2C 
7915870, ATPAF1 
7915882, KIAA0494 
7915896, CYP4Z2P 
7915902, CYP4A11 
7915910, PDZK1IP1 
7915919, TAL1 
7915926, STIL 
7915949, LOC388630 
7915951, LOC100128922 
7915955, SPATA6 
7915971, AGBL4 
7915982, BEND5 
7915991, DMRTA2 
7915995, FAF1 
7916016,NA
7916018,NA
7916020,NA
7916022,NA
7916024, TTC39A 
7916045, EPS15 
7916075,NA
7916077, NRD1 
7916112, RAB3B 
7916120, TXNDC12 
7916130, KTI12 
7916135, CC2D1B 
7916167, ORC1 
7916185, ZCCHC11 
7916219, C1orf163 
7916225,NA
7916227,NA
7916229, ECHDC2 
7916246,NA
7916248, SLC1A7 
7916262, CPT2 
7916274, MAGOH 
7916282, LRP8 
7916304, GLIS1 
7916316, TMEM48 
7916341,NA
7916343, YIPF1 
7916356, HSPB11 
7916364, LDLRAD1 
7916372, TMEM59 
7916384, CDCP2 
7916393, CYB5RL 
7916403, SSBP3 
7916412, ACOT11 
7916422, PARS2 
7916425, TTC22 
7916432, DHCR24 
7916443, USP24 
7916487,NA
7916489,NA
7916491,NA
7916493, PPAP2B 
7916506, C1orf168 
7916526, C8B 
7916541, DAB1 
7916562, HNRNPA1 
7916564,NA
7916566, DAB1 
7916568, DAB1 
7916570, OMA1 
7916582,NA
7916584, TACSTD2 
7916590, AK2 
7916592, MYSM1 
7916609, JUN 
7916616, CYP2J2 
7916627,NA
7916629, C1orf87 
7916643, TM2D1 
7916654, KANK4 
7916667,NA
7916669, DOCK7 
7916725,NA
7916727, ITGB3BP 
7916741,NA
7916743,NA
7916745,NA
7916747, JAK1 
7916775,NA
7916777, MIR101-1 
7916781,NA
7916783,NA
7916785, INSL5 
7916789, WDR78 
7916808, SLC35D1 
7916822, C1orf141 
7916832,NA
7916834,NA
7916836, SERBP1 
7916841,NA
7916843, GNG12 
7916851,NA
7916853, DIRAS3 
7916862, WLS 
7916880,NA
7916882, RPE65 
7916898, DEPDC1 
7916910, LRRC40 
7916926,NA
7916928, ANKRD13C 
7916944, PTGER3 
7916969, ZRANB2 
7916984, MIR186 
7916986, NEGR1 
7916998,NA
7917000,NA
7917002,NA
7917004, LRRIQ3 
7917008, LRRIQ3 
7917015, LRRC53 
7917019, C1orf173 
7917037, CRYZ 
7917050,NA
7917052, SLC44A5 
7917080,NA
7917082, ASB17 
7917088, PIGK 
7917103, ZZZ3 
7917120, USP33 
7917148, AIDA 
7917151, C1orf118 
7917156, FUBP1 
7917180,NA
7917182, ELTD1 
7917199, TTLL7 
7917232, GNG5 
7917240, CTBS 
7917251, C1orf180 
7917255, SSX2IP 
7917276, LPAR3 
7917283, MCOLN2 
7917304, MCOLN3 
7917322, SYDE2 
7917331, C1orf52 
7917338, BCL10 
7917347, DDAH1 
7917357,NA
7917359, ZNHIT6 
7917370, COL24A1 
7917431,NA
7917433, ODF2L 
7917455, SEP15 
7917466, LOC339524 
7917468,NA
7917470,NA
7917472, GTF2B 
7917482, CCBL2 
7917503, GBP3 
7917514,NA
7917516, GBP1 
7917528,NA
7917530,NA
7917532, GBP2 
7917548, GBP7 
7917561, GBP4 
7917576, GBP5 
7917591,NA
7917593, GEMIN8P4 
7917597,NA
7917599, BARHL2 
7917604, ZNF644 
7917612, HFM1 
7917634, HFM1 
7917645, RN28S1 
7917647,NA
7917649, TGFBR3 
7917670,NA
7917672,NA
7917674, SET 
7917676, GLMN 
7917695,NA
7917697, GFI1 
7917707, EVI5 
7917726,NA
7917728, FAM69A 
7917735,NA
7917737,NA
7917739,NA
7917741, TMED5 
7917752,NA
7917754, BCAR3 
7917771, DNTTIP2 
7917779, GCLM 
7917790,NA
7917792,NA
7917794,NA
7917798, ABCA4 
7917850, ARHGAP29 
7917875, F3 
7917885, CNN3 
7917896, ALG14 
7917902,NA
7917904,NA
7917906, RPL7 
7917910,NA
7917912, DPYD 
7917942, FLJ35409 
7917944, MIR137 
7917946, LPPR5 
7917954, FRRS1 
7917972,NA
7917974,NA
7917976, SASS6 
7917996, LRRC39 
7918008, DBT 
7918026, EXTL2 
7918034, DPH5 
7918048,NA
7918050, RPSA 
7918052, OLFM3 
7918064, COL11A1 
7918134, AMY1A 
7918149,NA
7918151,NA
7918153,NA
7918157, VAV3 
7918188, SLC25A24 
7918203, NBPF4 
7918223, C1orf59 
7918235, AKNAD1 
7918255, CLCC1 
7918275, WDR47 
7918284, TAF13 
7918294, C1orf194 
7918300, PSRC1 
7918313, MYBPHL 
7918323, SORT1 
7918345, PSMA5 
7918359, AMIGO1 
7918365,NA
7918367, GNAT2 
7918379, GSTM3 
7918394, EPS8L3 
7918416, ALX3 
7918424,NA
7918426, SLC16A4 
7918437, HBXIP 
7918444, KCNA10 
7918449, KCNA2 
7918457, KCNA3 
7918465,NA
7918467, C1orf103 
7918474, DRAM2 
7918487, DENND2D 
7918504, OVGP1 
7918517, WDR77 
7918533, ADORA3 
7918548,NA
7918550,NA
7918552, C1orf183 
7918558, KCND3 
7918569, ST7L 
7918593, RHOC 
7918606, PPM1J 
7918620, FLJ36116 
7918622, SLC16A1 
7918634, PHTF1 
7918657, PTPN22 
7918681, RSBN1 
7918694, BCL2L15 
7918703, AP4B1 
7918716, SYT6 
7918725, TRIM33 
7918747, DENND2C 
7918749, DENND2C 
7918751, DENND2C 
7918753, DENND2C 
7918755, DENND2C 
7918757, DENND2C 
7918759, BCAS2 
7918768, DENND2C 
7918792, DENND2C 
7918794, AMPD1 
7918811,NA
7918813, NRAS 
7918825, CSDE1 
7918847, SIKE1 
7918857, TSPAN2 
7918869, NGF 
7918876,NA
7918878, CASQ2 
7918891, NHLH2 
7918898,NA
7918900,NA
7918902, CD58 
7918911,NA
7918913, IGSF3 
7918923,NA
7918925, TRIM45 
7918936, VTCN1 
7918951,NA
7918953,NA
7918955, GDAP2 
7918973, SPAG17 
7919024,NA
7919026,NA
7919028, TBX15 
7919038, WARS2 
7919047,NA
7919049,NA
7919051, ZNF697 
7919055, HMGCS2 
7919067, REG4 
7919080, NBPF7 
7919088, ADAM30 
7919095, NOTCH2 
7919129,NA
7919131,NA
7919133, FCGR1B 
7919139, LOC375010 
7919146, ANKRD20B 
7919151,NA
7919153,NA
7919155,NA
7919157, PPIAL4G 
7919160,NA
7919162, PPIAL4A 
7919166,NA
7919168, PDE4DIP 
7919193, NUDT4P1 
7919195,NA
7919197, POLR3GL 
7919208, GNRHR2 
7919217, NUDT17 
7919226, POLR3C 
7919243, CD160 
7919251, GPR89B 
7919267,NA
7919269, RNU1-1 
7919271, NBPF11 
7919299, LOC100130236 
7919301, LOC100130236 
7919303,NA
7919305, PRKAB2 
7919314, FMO5 
7919324,NA
7919326, ACP6 
7919340, GJA5 
7919347,NA
7919349, RNU1-1 
7919351, NBPF11 
7919380, LOC100130236 
7919382,NA
7919384,NA
7919386,NA
7919388,NA
7919390,NA
7919392,NA
7919394, LOC728855 
7919403,NA
7919405,NA
7919407, PPIAL4A 
7919412, NBPF11 
7919436, PPIAL4A 
7919438, NBPF16 
7919556,NA
7919560,NA
7919562,NA
7919564,NA
7919566,NA
7919568,NA
7919570,NA
7919572,NA
7919574,NA
7919576, RNU1-1 
7919578, GSTM2 
7919580, LOC440570 
7919582,NA
7919584, HIST2H2BF 
7919589, HIST2H3D 
7919591, FAM72D 
7919594,NA
7919596, LOC440570 
7919598,NA
7919600,NA
7919602,NA
7919604, HIST2H2BF 
7919606, HIST2H2BF 
7919612, HIST2H3D 
7919614, HIST2H3A 
7919619, HIST2H2AA3 
7919625, HIST2H2BC 
7919627, HIST2H4A 
7919637, HIST2H2BE 
7919642, HIST2H2AB 
7919645, SV2A 
7919659, SF3B4 
7919669, MTMR11 
7919699, OTUD7B 
7919715, ANP32E 
7919729, APH1A 
7919743, ADAMTSL4 
7919747,NA
7919749,NA
7919751, MCL1 
7919761,NA
7919763, ENSA 
7919776,NA
7919778,NA
7919780, GOLPH3L 
7919787, HORMAD1 
7919800, CTSS 
7919815, CTSK 
7919825, ARNT 
7919852,NA
7919854,NA
7919856, LASS2 
7919872, FAM63A 
7919886,NA
7919888, CDC42SE1 
7919898, SEMA6C 
7919923, LYSMD1 
7919929, TMOD4 
7919940, VPS72 
7919950, PI4KB 
7919969,NA
7919971, RFX5 
7919984, SELENBP1 
7920000, POGZ 
7920025,NA
7920027, CELF3 
7920045,NA
7920047, MRPL9 
7920057, TDRKH 
7920077, LINGO4 
7920082, RORC 
7920100, THEM5 
7920114, THEM4 
7920123, S100A10 
7920128, S100A11 
7920135, TCHHL1 
7920141, TCHH 
7920146, RPTN 
7920155, HRNR 
7920165, FLG 
7920175, FLG2 
7920178, CRNN 
7920182, LCE3E 
7920185, LCE3D 
7920191, LCE3A 
7920193, LCE1C 
7920196, SPRR2D 
7920201, SPRR2B 
7920205, SPRR2A 
7920210, SPRR2B 
7920214, SPRR2E 
7920217, SPRR2G 
7920220, PGLYRP3 
7920228, PGLYRP4 
7920238, S100A12 
7920244, S100A8 
7920249, S100A7L2 
7920252, S100A7 
7920256,NA
7920258, S100A6 
7920264, S100A5 
7920271, S100A4 
7920278, S100A3 
7920285, S100A2 
7920291, S100A16 
7920297, S100A14 
7920303, S100A13 
7920317, ILF2 
7920333,NA
7920335,NA
7920337,NA
7920341, GATAD2B 
7920354, DENND4B 
7920382, CRTC2 
7920401, SLC39A1 
7920409, JTB 
7920422, RAB13 
7920426, NUP210L 
7920468,NA
7920470,NA
7920472, TPM3 
7920487, C1orf189 
7920492, C1orf43 
7920506, SHE 
7920515, UBE2Q1 
7920531, ADAR 
7920552, KCNN3 
7920567, PMVK 
7920575, PBXIP1 
7920594, PYGO2 
7920600, SHC1 
7920616, DCST2 
7920633, DPM3 
7920642, MUC1 
7920659, KRTCAP2 
7920664, THBS3 
7920687, GBAP1 
7920697, GBA 
7920707, FAM189B 
7920725, SCAMP3 
7920737, CLK2 
7920744, PKLR 
7920757, FDPS 
7920766, ASH1L 
7920795,NA
7920799, YY1AP1 
7920810, GON4L 
7920839, RIT1 
7920852, KIAA0907 
7920873, SNORA42 
7920875, SCARNA4 
7920877, ARHGEF2 
7920903, SSR2 
7920912, UBQLN4 
7920928, PAQR6 
7920944, SMG5 
7920971, C1orf85 
7920980, VHLL 
7920984, CCT3 
7921003, C1orf61 
7921012, MIR9-1 
7921014, MEF2D 
7921031,NA
7921033, IQGAP3 
7921076, GPATCH4 
7921088, NES 
7921099, CRABP2 
7921110, ISG20L2 
7921119,NA
7921121, MRPL24 
7921133, HDGF 
7921144, SH2D2A 
7921155, INSRR 
7921179, ARHGEF11 
7921220,NA
7921222, ETV3L 
7921228, ETV3 
7921237, FCRL5 
7921259, FCRL4 
7921275, FCRL3 
7921298, FCRL2 
7921319, FCRL1 
7921332, CD5L 
7921342, LOC729866 
7921344, ELL2 
7921346, CD1B 
7921354, OR10T2 
7921356, OR10K2 
7921358,NA
7921360, OR6Y1 
7921362, OR6P1 
7921364, OR10X1 
7921367, SPTA1 
7921420, OR6K2 
7921422, OR6K3 
7921425,NA
7921427, OR6N1 
7921429, OR6N2 
7921431,NA
7921434, AIM2 
7921442, OR10J3 
7921445, OR10J3 
7921447, OR10J5 
7921449, CRP 
7921462, VSIG8 
7921471,NA
7921473, CCDC19 
7921487, TAGLN2 
7921492, IGSF9 
7921516, SLAMF9 
7921526, PIGM 
7921533, KCNJ10 
7921538, IGSF8 
7921552, DCAF8 
7921571, PEX19 
7921583, COPA 
7921621,NA
7921623,NA
7921625, SLAMF6 
7921637, CD84 
7921652, SLAMF1 
7921667, CD48 
7921677, CD244 
7921690, ITLN1 
7921702, ITLN2 
7921713, F11R 
7921738, USF1 
7921752, ARHGAP30 
7921773, PVRL4 
7921786, PFDN2 
7921793, DEDD 
7921806, B4GALT3 
7921821, ADAMTS4 
7921834, APOA2 
7921840, NR1I3 
7921852, MPZ 
7921862, C1orf192 
7921868, FCGR3A 
7921873, FCGR3A 
7921882, OLFML2B 
7921895, C1orf111 
7921900, SH2D1B 
7921909, C1orf110 
7921916, RGS5 
7921930,NA
7921932,NA
7921936, LMX1A 
7921955, RXRG 
7921970, ALDH9A1 
7921987, TMCO1 
7922001, FAM78B 
7922008, TADA1 
7922018, ILDR2 
7922029, GPA33 
7922040, CD247 
7922051, CREG1 
7922058, ADCY10 
7922095, BRP44 
7922104, GCSH 
7922108, GPR161 
7922121, ANKRD36BP1 
7922125,NA
7922127, XCL2 
7922130, DPT 
7922137, NME7 
7922152, C1orf114 
7922162, SLC19A2 
7922174, F5 
7922200, SELP 
7922219, SELL 
7922229, SELE 
7922243, C1orf156 
7922250, SCYL3 
7922266,NA
7922268, KIFAP3 
7922291,NA
7922293,NA
7922295,NA
7922297,NA
7922299,NA
7922301, MYOC 
7922309, VAMP4 
7922324,NA
7922326, MIR214 
7922328, MIR199A2 
7922330, PIGC 
7922337, TNFSF18 
7922343, TNFSF4 
7922351, LOC646870 
7922353, SLC9A11 
7922382, ANKRD45 
7922389,NA
7922391, CENPL 
7922400,NA
7922402, SNORD47 
7922404, SNORD80 
7922406, SNORD79 
7922408, SNORD78 
7922410, SNORD44 
7922412, SNORD77 
7922414, SNORD76 
7922416, SNORD75 
7922418, SNORD74 
7922420, SERPINC1 
7922432, RC3H1 
7922456,NA
7922458,NA
7922460,NA
7922462, MRPS14 
7922472,NA
7922474, KIAA0040 
7922482, TNR 
7922504, RFWD2 
7922523,NA
7922525, ASTN1 
7922550, SEC16B 
7922590, NCRNA00083 
7922596, LOC646976 
7922598, ANGPTL1 
7922610, ABL2 
7922627, NPHS2 
7922637, TOR1AIP2 
7922646, TOR1AIP2 
7922648, TOR1AIP1 
7922652,NA
7922656, ACBD6 
7922667,NA
7922669, STX6 
7922684,NA
7922686, ZNF648 
7922689, GLUL 
7922703, TEDDM1 
7922707, RNASEL 
7922717, RGS16 
7922727, RGS8 
7922737, C1orf14 
7922752,NA
7922754,NA
7922756, NMNAT2 
7922773, NCF2 
7922793, ARPC5 
7922804, APOBEC4 
7922807, GLT25D2 
7922821,NA
7922823, EDEM3 
7922846, FAM129A 
7922868,NA
7922870, C1orf25 
7922887,NA
7922889, IVNS1ABP 
7922908,NA
7922910,NA
7922912, TPR 
7922969, PDC 
7922976, PTGS2 
7922992,NA
7922994, FAM5C 
7923003,NA
7923005,NA
7923007, UCHL5 
7923027, GLRX2 
7923034, B3GALT2 
7923037,NA
7923039,NA
7923041,NA
7923043, KCNT2 
7923073, F13B 
7923086, ASPM 
7923119, ZBTB41 
7923131, DENND1B 
7923141, DENND1B 
7923162,NA
7923164, ATP6V1G3 
7923173, MIR181B1 
7923175, MIR181A1 
7923177,NA
7923179,NA
7923183, ZNF281 
7923189, KIF14 
7923221, DDX59 
7923231,NA
7923233, KIF21B 
7923271, CACNA1S 
7923317, ASCL5 
7923319, TMEM9 
7923332, TNNT2 
7923347, LAD1 
7923360, TNNI1 
7923372, PHLDA3 
7923378, CSRP1 
7923386, LMOD1 
7923394, ARL8A 
7923406, PTPN7 
7923424,NA
7923426, UBE2T 
7923436,NA
7923438, RPS27 
7923440,NA
7923442, SYT2 
7923453, KDM5B 
7923483, RABIF 
7923489, KLHL12 
7923501,NA
7923503, ADIPOR1 
7923516, CYB5R1 
7923528, MYOG 
7923534, MYBPH 
7923547, CHI3L1 
7923562, CHIT1 
7923578, FMOD 
7923582,NA
7923584, C1orf157 
7923596, ETNK2 
7923608, REN 
7923621, KISS1 
7923628, GOLT1A 
7923635, PLEKHA6 
7923659, PPP1R15B 
7923662, PIK3C2B 
7923698,NA
7923700, LRRN2 
7923705,NA
7923707, TMEM81 
7923712, RBBP5 
7923731, DSTYK 
7923753, NUAK2 
7923762, KLHDC8A 
7923772, LEMD1 
7923778, ELK4 
7923792, SLC45A3 
7923798, NUCKS1 
7923810,NA
7923812, RAB7L1 
7923824, SLC41A1 
7923837, PM20D1 
7923850, SLC26A9 
7923875, C1orf186 
7923885, IKBKE 
7923889, LGTN 
7923905,NA
7923907, IL10 
7923917, FAIM3 
7923929, PIGR 
7923942, FCAMR 
7923956,NA
7923958, C1orf116 
7923965,NA
7923967, YOD1 
7923972,NA
7923974, MIR29C 
7923976, MIR29B2 
7923978, CD34 
7923991, PLXNA2 
7924029, LAMB3 
7924055, C1orf74 
7924058, IRF6 
7924069,NA
7924071, KCNH1 
7924085, RD3 
7924092, SLC30A1 
7924096, NEK2 
7924107, LPGAT1 
7924117,NA
7924119, INTS7 
7924144, RPL21P28 
7924148,NA
7924150, TMEM206 
7924163, FAM71A 
7924166, BATF3 
7924172, NSL1 
7924180, C1orf227 
7924184, NCRNA00292 
7924190, ANGEL2 
7924203,NA
7924205,NA
7924207, PTPN14 
7924230, FAM108A1 
7924233, USH2A 
7924307,NA
7924309, ESRRG 
7924325,NA
7924327, GPATCH2 
7924340,NA
7924342, SLC30A10 
7924351, EPRS 
7924386,NA
7924388, BPNT1 
7924401, MIR215 
7924403, MIR194-1 
7924405, RAB3GAP2 
7924443,NA
7924445, LOC400804 
7924450, DUSP10 
7924461,NA
7924463,NA
7924465, HHIPL2 
7924476, TAF1A 
7924491, AIDA 
7924495,NA
7924497,NA
7924499, TLR5 
7924508, SUSD4 
7924526, TP53BP2 
7924549, PCMTD2 
7924551,NA
7924553,NA
7924558, NVL 
7924582, WDR26 
7924603, LBR 
7924619, ENAH 
7924636, TMEM63A 
7924663, LEFTY1 
7924669, PYCR2 
7924682, LEFTY2 
7924686, C1orf55 
7924701, ACBD3 
7924712, LIN9 
7924731,NA
7924733, PARP1 
7924754,NA
7924756,NA
7924758, LOC391169 
7924760, ITPKB 
7924773, CDC42BPA 
7924817, PRO2012 
7924819, PRO2012 
7924821, ZNF847P 
7924823, JMJD4 
7924832, WNT9A 
7924840, LOC100506571 
7924842, C1orf35 
7924853, MRPL55 
7924863, OBSCN 
7924868, TRIM11 
7924874, TRIM17 
7924884, HIST3H3 
7924888, HIST3H2A 
7924893,NA
7924895,NA
7924897, C1orf96 
7924908,NA
7924910, ACTA1 
7924923, NUP133 
7924956, ABCB10 
7924967,NA
7924969, TAF5L 
7924977, PGBD5 
7924987, AGT 
7924996, C1orf198 
7925003, TTC13 
7925028, FAM89A 
7925031, FLJ30430 
7925033, C1orf131 
7925043, EXOC8 
7925048, EGLN1 
7925056,NA
7925058, SNRPD2P2 
7925062, SIPA1L2 
7925087,NA
7925089, PCNXL2 
7925126,NA
7925128,NA
7925130, TARBP1 
7925161, IRF2BP2 
7925170, PP2672 
7925174, TOMM20 
7925182, SNORA14B 
7925184, RBM34 
7925201, ARID4B 
7925229, B3GALNT2 
7925242,NA
7925244,NA
7925246,NA
7925248,NA
7925250, GNG4 
7925257, LYST 
7925318,NA
7925320, NID1 
7925342, ERO1LB 
7925361, LGALS8 
7925364, HEATR1 
7925413, MT1P2 
7925417,NA
7925419, ZP4 
7925432,NA
7925434,NA
7925436,NA
7925438,NA
7925440,NA
7925442,NA
7925444,NA
7925446,NA
7925448,NA
7925450,NA
7925452, GREM2 
7925457, RGS7 
7925480, FH 
7925492, OPN3 
7925500, CHML 
7925504, MAP1LC3C 
7925509,NA
7925511, PLD5 
7925523,NA
7925525, CEP170 
7925531, AKT3 
7925550, ADSS 
7925561, FAM36A 
7925565, HNRNPU 
7925585, EFCAB2 
7925587,NA
7925589, SMYD3 
7925607,NA
7925609,NA
7925611, TFB2M 
7925622, AHCTF1 
7925662, ZNF695 
7925672, ZNF670 
7925677, ZNF669 
7925687, C1orf229 
7925691, ZNF124 
7925701,NA
7925703,NA
7925705, ZNF496 
7925718, OR2B11 
7925720, OR2C3 
7925724,NA
7925726, OR13G1 
7925728, OR6F1 
7925730, OR14A2 
7925732, OR1C1 
7925735, OR14A16 
7925737, OR11L1 
7925739,NA
7925741, OR2T33 
7925743, OR2T12 
7925745, OR2M7 
7925747, OR2T29 
7925749, OR2T34 
7925751, OR2T10 
7925753,NA
7925755, OR2T11 
7925757, OR2T35 
7925759, OR2T27 
7925761, OR14I1 
7925763, SH3BP5L 
7925773, ZNF692 
7925790,NA
7925792, ZMYND11 
7925813, C10orf108 
7925821,NA
7925823, GTPBP4 
7925846, C10orf110 
7925851, WDR37 
7925870, NCRNA00200 
7925874,NA
7925876, PFKP 
7925902,NA
7925904, AKR1E2 
7925918, AKR1C1 
7925927,NA
7925929, AKR1C3 
7925939, AKR1C4 
7925950, UCN3 
7925954, NET1 
7925972, CALML3 
7925976,NA
7925978, C10orf18 
7925996, FBXO18 
7926021, RBM17 
7926037, PFKFB3 
7926059,NA
7926061, ITIH2 
7926084, ATP5C1 
7926096, TAF3 
7926105, GATA3 
7926117,NA
7926123,NA
7926127, CELF2 
7926150, USP6NL 
7926152, ECHDC3 
7926158, C10orf47 
7926168,NA
7926170, DHTKD1 
7926189, SEC61A2 
7926205,NA
7926207, CDC123 
7926223, CAMK1D 
7926239, OPTN 
7926259, MCM10 
7926283, PRPF18 
7926297,NA
7926299, HSPA14 
7926319, SUV39H2 
7926330, MEIG1 
7926334, OLAH 
